x,y,r,g,b
114,3,218,209,212
26,28,238,173,167
96,28,230,217,224
39,20,239,224,219
162,27,138,193,200
296,34,168,153,158
222,18,245,229,230
240,22,201,176,180
30,12,229,197,210
183,22,255,185,189
106,12,210,194,220
54,11,200,187,181
21,36,171,162,165
37,23,234,217,210
22,24,196,170,153
44,15,226,207,213
112,23,252,210,198
160,8,243,209,208
259,7,215,185,197
52,37,191,182,185
123,33,239,227,231
49,10,234,208,211
120,26,253,222,217
229,36,218,197,192
146,35,232,221,225
267,15,234,192,180
105,25,240,225,244
233,23,203,179,175
178,31,248,229,225
61,18,237,236,231
1,17,210,170,181
165,31,209,225,241
108,32,238,226,230
35,9,197,173,171
111,22,233,218,241
291,4,165,157,155
26,29,232,187,184
299,15,193,185,183
220,36,223,198,191
96,2,207,194,201
291,11,134,107,112
118,32,240,228,232
131,16,208,170,149
155,26,199,143,170
143,14,226,236,225
121,2,205,208,217
163,8,250,223,228
48,39,173,164,167
144,6,255,198,204
209,31,244,227,220
146,13,255,217,209
36,5,198,180,178
80,10,228,193,213
267,34,191,182,185
126,15,231,194,186
69,0,189,162,177
229,10,237,221,222
23,15,198,156,134
229,3,203,195,193
150,16,227,153,166
127,40,202,190,194
102,1,202,191,189
3,4,147,146,142
130,34,237,225,229
75,25,248,222,231
132,26,215,188,181
197,30,230,231,225
20,17,238,186,172
60,8,198,202,187
238,26,199,174,169
34,32,206,197,200
39,7,199,183,184
43,36,192,183,186
183,31,247,238,231
46,14,234,217,225
122,25,204,167,159
38,1,170,159,157
206,2,206,195,201
252,28,228,212,213
108,0,197,185,187
157,26,240,192,216
282,20,187,200,172
165,23,177,214,233
36,6,202,182,181
264,7,190,179,183
7,13,233,172,179
108,9,235,222,231
284,29,193,199,185
282,17,181,196,165
72,11,189,191,170
152,12,255,190,221
84,16,214,144,198
11,23,232,184,184
151,5,227,228,222
237,25,210,181,173
35,25,207,187,180
18,2,155,150,147
99,15,207,194,204
106,9,238,224,241
26,38,164,155,158
77,10,213,156,189
245,11,237,219,217
282,39,149,140,143
246,20,193,166,171
243,23,218,196,199
203,20,194,129,135
219,3,210,198,202
194,21,226,201,194
200,11,247,204,211
33,7,196,175,172
157,12,236,185,216
61,0,174,169,163
68,14,238,236,221
186,31,225,242,234
95,7,232,221,229
82,31,242,215,232
251,20,249,222,227
45,0,163,157,161
154,37,229,210,216
192,26,222,139,157
98,27,229,216,226
155,38,220,203,209
216,3,214,199,204
143,4,245,214,220
42,4,189,179,180
166,29,232,236,255
285,21,156,178,157
52,19,230,215,208
39,3,181,169,169
283,13,122,155,110
93,18,244,205,232
276,30,212,187,193
196,38,211,199,203
132,2,225,204,211
33,25,197,172,167
55,30,235,210,229
291,30,101,75,74
218,3,211,199,203
99,22,202,187,210
67,9,149,172,143
282,1,148,139,140
136,17,247,172,169
6,35,163,154,157
267,8,201,186,189
130,37,221,209,213
256,2,170,170,180
201,35,226,214,218
219,40,184,175,180
144,25,240,230,241
257,39,167,158,161
50,9,224,202,205
20,32,193,184,187
15,40,138,129,132
154,4,222,221,219
171,11,245,232,250
291,35,173,158,163
144,8,230,136,150
57,16,188,194,168
173,6,235,224,218
179,7,234,210,224
207,6,232,216,219
110,35,228,216,220
39,39,167,158,161
32,33,199,190,193
225,4,210,202,200
58,5,205,202,195
137,14,231,126,141
102,35,226,214,218
41,31,214,206,203
76,18,250,184,220
61,25,149,179,145
46,13,233,216,224
69,2,201,184,190
69,29,231,228,223
163,9,251,220,228
11,30,202,179,185
166,26,159,187,209
285,29,195,195,183
68,40,178,169,172
296,8,175,163,163
92,37,214,202,206
284,18,137,162,133
247,28,207,191,192
218,32,212,179,164
45,24,182,155,162
257,2,169,169,177
153,5,228,230,227
76,40,182,173,176
43,11,218,199,205
3,28,195,154,162
239,26,202,177,172
189,32,240,228,232
6,26,158,78,91
154,20,228,165,194
244,23,233,211,214
209,19,231,207,195
264,32,205,196,199
18,38,156,147,150
255,18,220,193,198
83,28,238,234,235
170,25,138,181,190
251,36,194,185,188
31,7,201,160,174
175,4,219,218,213
164,36,231,219,223
70,25,163,182,152
155,18,205,138,179
279,9,195,186,177
69,40,179,170,173
52,9,203,185,185
134,25,255,212,215
281,26,211,206,187
93,19,240,201,230
70,6,208,217,196
20,24,221,199,188
199,30,234,218,218
293,10,86,64,67
64,35,210,201,204
286,19,178,197,175
23,20,176,148,144
29,7,198,161,169
256,38,174,165,168
285,23,158,175,157
203,31,255,209,220
162,24,140,191,208
99,8,240,227,234
32,8,173,149,147
68,6,192,207,184
258,8,218,174,187
152,35,237,218,224
106,22,216,201,224
147,30,238,232,234
62,38,187,178,181
166,36,227,215,219
150,31,245,227,239
120,17,209,171,162
69,20,228,237,216
193,16,229,228,208
158,4,227,218,223
183,26,191,142,146
10,15,179,211,187
210,30,236,226,216
102,6,226,213,223
21,22,221,191,193
123,12,247,230,238
149,29,235,233,238
202,29,238,223,220
286,11,153,184,150
223,34,239,204,185
190,22,249,153,157
118,3,227,204,196
70,1,195,173,186
140,8,225,140,161
195,0,192,187,191
113,14,248,202,187
4,16,166,66,100
148,17,204,125,128
77,6,231,201,211
182,37,221,209,213
142,1,225,192,199
144,21,255,213,222
207,38,207,195,199
197,24,213,96,123
232,29,246,221,217
110,29,240,228,230
138,13,225,105,130
283,32,185,176,179
239,11,231,215,216
31,18,202,174,162
128,30,255,221,225
262,14,233,173,175
177,39,207,195,199
137,16,219,124,128
231,37,206,195,191
245,5,200,194,194
295,3,151,143,141
288,0,127,126,122
280,2,159,150,153
66,32,223,214,217
126,7,251,222,216
223,28,248,222,207
247,9,218,207,205
170,11,238,230,253
46,15,236,216,225
106,40,197,185,189
137,20,232,128,139
281,16,204,207,180
230,18,245,229,232
136,12,255,158,169
128,22,253,217,201
207,27,255,221,228
53,9,185,170,167
285,40,138,129,132
7,1,131,130,128
40,11,169,149,151
10,11,196,165,163
123,32,240,228,232
74,35,215,206,209
23,16,199,148,119
217,22,240,231,236
292,24,112,86,87
296,27,197,181,182
207,39,201,189,193
233,31,238,218,217
171,36,227,215,219
193,12,234,223,217
148,19,240,185,188
148,27,227,237,239
24,1,156,147,152
130,21,227,190,174
140,30,254,218,230
296,21,206,190,191
126,40,202,190,194
195,1,201,192,197
173,37,221,209,213
69,32,225,216,219
100,29,244,232,234
161,9,255,218,221
234,36,206,196,194
142,27,237,231,231
262,36,186,177,180
119,33,237,225,229
292,12,116,89,94
167,37,224,212,216
152,10,255,197,220
99,34,230,218,222
110,15,239,228,224
31,28,215,186,178
73,24,210,206,195
67,5,197,208,191
88,11,247,208,229
3,32,176,167,170
237,18,226,207,209
215,36,218,204,203
220,23,249,224,245
188,8,236,231,228
212,32,236,221,218
237,6,214,204,203
263,9,190,167,173
36,22,240,219,214
40,7,206,190,191
252,3,188,179,182
250,4,194,185,188
184,38,213,201,205
173,38,215,203,207
185,0,190,191,195
2,27,206,149,158
192,35,228,216,220
41,14,179,156,162
240,25,184,164,166
50,24,227,209,223
205,1,194,189,193
281,40,143,134,137
57,4,192,187,183
139,7,253,185,200
244,17,238,209,214
13,40,137,128,131
113,11,250,212,203
239,4,203,195,193
217,39,194,185,190
87,20,255,204,241
97,13,243,232,230
261,13,238,172,176
146,26,231,234,239
9,37,154,145,148
0,30,188,167,172
76,35,217,208,211
215,31,224,197,180
29,25,228,165,158
132,4,223,218,215
58,8,208,208,196
197,9,240,232,229
62,24,180,215,175
79,5,227,201,212
158,12,255,213,243
6,14,226,150,162
24,35,180,171,174
13,33,180,171,174
133,26,245,211,209
297,25,201,186,189
268,22,222,206,170
22,2,162,153,156
28,9,180,141,146
216,24,234,230,227
93,40,193,181,185
294,24,140,120,121
275,37,168,159,162
222,40,182,173,176
241,26,190,171,173
144,12,255,215,208
143,31,255,229,241
109,14,238,226,228
262,8,203,182,189
232,39,182,178,175
44,32,211,202,205
91,33,232,220,224
45,2,179,173,177
258,30,211,215,214
286,33,177,168,171
220,25,255,223,238
178,6,243,212,228
115,24,201,161,151
6,40,131,122,125
71,30,233,224,227
213,36,217,206,210
200,30,248,223,226
121,24,226,186,176
198,10,244,224,223
13,35,168,159,162
228,15,245,225,227
89,29,255,225,232
20,11,222,182,180
150,29,241,229,239
226,28,255,222,212
193,37,219,207,211
192,27,215,172,179
185,2,212,202,210
98,40,195,183,187
70,16,233,228,222
272,24,230,188,146
160,0,203,190,199
75,19,255,217,238
72,12,190,189,171
76,25,235,198,216
257,28,255,178,196
215,28,243,227,214
92,21,226,170,209
206,4,225,204,211
287,22,195,207,193
67,0,193,165,177
290,0,130,129,125
230,8,229,215,215
168,1,210,194,195
52,35,203,194,197
155,37,225,206,212
50,10,229,204,207
191,33,237,225,229
102,29,243,231,233
50,21,209,183,196
10,2,148,136,138
264,15,167,121,121
263,24,226,118,141
15,32,187,178,181
22,8,184,162,151
242,9,224,219,215
57,14,190,191,175
157,24,234,193,211
237,8,226,212,212
59,34,211,202,205
276,17,239,180,162
66,13,236,229,223
194,31,251,225,228
224,28,255,223,211
144,23,246,220,231
222,34,240,205,186
145,13,253,217,203
211,5,219,209,210
149,0,208,188,189
260,9,228,185,195
228,32,212,175,169
41,16,192,172,173
113,0,185,191,203
183,20,255,201,201
159,7,246,202,225
265,32,204,195,198
271,17,241,155,130
198,35,228,216,220
293,26,94,73,72
281,35,175,166,169
196,23,185,112,123
1,27,222,165,174
184,14,210,150,149
251,26,236,217,219
148,29,234,233,238
109,16,236,223,233
0,28,210,164,174
183,30,243,230,224
193,20,248,215,210
94,26,232,203,223
270,26,215,166,152
67,35,212,203,206
219,9,234,222,226
28,34,189,180,183
168,24,220,213,246
268,28,217,210,202
80,8,225,191,207
45,5,197,188,193
48,26,199,190,195
108,22,186,171,194
249,10,230,209,208
256,25,253,102,133
251,3,188,179,182
101,30,241,229,229
241,2,192,177,184
9,34,168,159,162
208,35,217,212,218
221,16,248,229,223
277,20,220,154,130
204,32,238,226,230
162,13,202,206,215
83,25,235,240,234
267,5,187,178,181
274,2,163,154,157
239,40,167,169,164
141,27,245,226,228
259,14,184,88,90
81,2,210,185,191
15,20,205,137,150
163,0,206,189,195
275,17,245,190,169
127,38,215,203,207
240,34,211,202,205
60,34,212,203,206
152,24,245,217,231
50,18,193,164,166
213,40,182,179,188
59,29,237,222,227
207,40,192,180,184
105,38,211,199,203
153,34,244,221,229
0,11,198,168,166
119,13,212,166,151
27,24,239,180,174
216,13,236,233,226
235,24,231,202,196
88,22,255,211,243
4,4,149,148,144
296,17,204,188,189
211,34,230,220,221
128,21,254,212,196
293,12,107,82,86
36,29,218,205,197
169,5,223,222,218
148,35,233,221,225
291,12,162,133,138
174,34,237,225,229
283,25,165,178,158
285,18,151,174,148
91,18,207,132,173
249,25,174,154,156
95,37,216,204,208
144,24,244,228,239
252,10,234,205,207
123,11,245,230,237
279,18,245,209,187
60,31,235,216,222
40,31,215,210,204
131,3,222,210,212
152,0,223,183,192
1,32,173,164,167
77,31,240,224,225
225,36,221,193,189
76,3,202,191,195
54,19,232,234,213
80,22,229,206,216
196,7,233,223,222
52,10,196,176,175
38,17,235,216,212
52,22,241,226,231
81,5,227,201,212
170,0,206,187,191
173,1,206,195,201
130,15,232,182,159
6,21,228,165,173
131,39,211,199,203
246,37,191,182,185
243,22,220,195,199
296,25,202,186,187
27,39,159,150,153
98,32,238,226,230
225,39,195,184,182
247,13,191,159,160
71,34,218,209,212
63,8,164,173,154
14,9,184,84,108
188,3,223,206,214
190,17,214,151,159
246,31,224,210,210
139,14,247,145,166
167,30,254,225,255
147,34,236,224,228
102,10,191,175,201
136,39,213,201,205
130,12,218,152,138
297,31,185,170,173
187,5,234,213,218
198,23,209,127,141
207,33,235,223,227
21,7,191,174,167
169,23,212,212,240
293,5,168,158,157
40,21,232,217,214
243,6,206,202,201
20,6,182,171,167
235,22,229,202,195
110,5,228,216,220
178,34,233,221,225
206,32,238,226,230
232,1,184,179,176
107,17,192,178,191
193,6,230,220,221
289,20,226,196,196
231,26,238,214,210
178,13,208,178,212
52,3,192,180,184
252,27,236,217,219
253,0,165,154,160
178,4,236,210,219
223,38,202,187,184
31,25,217,167,158
58,21,163,183,155
77,27,227,195,210
231,32,234,204,202
84,36,217,205,209
154,35,242,219,227
154,17,236,160,199
191,34,233,221,225
188,1,201,195,199
97,8,237,225,225
33,1,169,151,147
284,11,133,158,126
134,12,255,216,206
60,18,211,213,200
97,38,207,195,199
230,34,231,203,200
87,5,220,209,215
163,18,139,194,197
36,11,224,198,199
230,35,222,198,194
292,6,161,147,147
127,34,237,225,229
153,10,254,182,206
85,30,232,230,233
234,5,211,201,200
116,27,228,200,199
1,4,147,142,139
282,31,185,191,179
185,10,240,232,219
214,34,227,209,205
114,33,237,225,229
288,6,173,159,159
219,8,232,220,224
124,31,237,221,231
149,15,186,110,120
111,8,241,229,229
207,12,255,225,227
15,34,175,166,169
190,40,198,186,190
254,14,161,108,116
198,29,224,232,221
47,11,224,209,216
158,13,246,220,245
107,21,182,167,188
16,33,185,176,179
217,27,255,220,219
107,30,243,231,231
228,0,179,174,171
208,5,221,211,212
181,10,235,226,227
12,9,146,80,92
298,30,184,172,174
174,23,221,215,243
138,40,204,192,196
26,40,149,140,143
30,18,211,179,166
212,37,205,200,206
221,24,245,222,240
92,31,247,212,210
267,29,205,205,203
54,21,231,231,219
0,16,208,178,188
141,30,252,220,231
296,28,193,177,178
57,1,183,175,173
135,4,222,221,217
15,29,197,198,193
146,2,204,214,203
239,9,225,211,211
243,35,205,196,199
225,40,182,173,174
28,6,198,167,172
99,24,231,216,237
150,3,219,214,210
234,8,231,217,217
265,33,199,190,193
123,14,246,227,233
117,28,246,224,226
249,14,125,83,87
197,5,233,210,216
89,6,244,210,224
177,10,205,195,220
239,16,214,202,206
112,2,199,206,222
111,25,206,191,210
43,22,189,167,170
275,32,197,188,191
24,11,190,154,138
158,36,236,210,219
281,22,209,203,177
74,19,255,227,232
215,7,224,216,214
213,15,189,198,177
247,21,127,102,106
119,11,229,187,175
124,18,251,213,202
132,38,215,203,207
174,14,218,234,234
124,7,238,226,230
150,18,255,195,206
183,11,247,233,222
175,9,255,220,221
65,21,232,232,220
92,34,228,216,220
223,8,235,218,226
295,8,170,156,156
248,5,197,191,191
241,18,184,157,162
79,34,222,213,216
97,30,240,228,228
264,11,217,186,191
197,2,211,200,206
297,36,158,146,150
146,16,255,158,161
212,12,172,181,160
6,32,180,171,174
68,15,232,228,216
244,2,188,175,182
25,29,231,187,184
278,38,159,150,153
109,0,198,186,190
26,24,232,173,165
215,4,214,202,206
37,9,209,188,187
59,20,168,184,158
177,33,237,225,229
43,32,210,201,204
17,4,166,162,159
293,11,97,75,78
136,40,204,192,196
231,9,230,216,216
269,20,225,200,160
158,16,253,217,255
123,24,195,155,145
117,35,230,218,222
49,3,186,173,180
98,1,201,189,193
274,7,194,182,184
224,12,244,225,227
189,2,214,202,206
216,4,217,205,209
133,25,249,205,204
251,25,235,215,217
10,3,153,143,142
4,26,135,62,73
139,33,238,226,230
212,29,237,240,223
19,6,182,172,170
108,1,204,192,194
235,36,203,198,195
222,24,241,224,242
236,12,209,190,192
145,10,246,150,161
220,39,193,183,184
275,6,186,177,180
23,19,177,145,134
19,25,219,203,187
192,14,211,172,175
24,17,190,134,111
51,24,237,221,232
63,15,217,236,208
119,32,240,228,232
162,16,130,183,187
279,6,183,174,177
271,37,172,163,166
201,25,228,103,135
202,16,244,216,205
71,23,166,182,153
69,9,152,173,140
32,25,198,170,166
34,30,216,197,190
282,8,178,175,170
137,13,231,120,137
106,4,221,209,213
225,25,243,227,230
81,29,247,219,233
199,39,205,193,197
118,37,221,209,213
21,0,146,137,140
199,17,255,146,165
150,37,224,209,214
45,22,198,168,176
127,0,211,187,175
242,19,193,166,171
145,2,201,215,202
151,26,242,228,241
128,6,235,216,210
182,8,236,225,223
116,3,231,208,200
219,17,248,229,225
188,37,221,209,213
54,13,220,207,199
209,6,224,216,213
169,17,226,226,238
201,5,236,211,217
151,37,225,208,214
138,36,228,216,220
188,34,233,221,225
183,33,237,225,229
229,29,244,212,201
52,21,239,225,225
174,11,252,223,228
88,6,239,216,226
64,32,222,213,216
128,0,211,187,200
147,24,230,235,239
254,26,233,214,216
274,16,241,197,172
46,9,219,206,213
57,29,241,219,232
200,23,255,199,208
176,18,208,160,236
136,33,238,226,230
294,6,165,153,153
175,16,224,227,255
283,26,172,183,166
232,28,244,219,215
172,19,146,188,202
78,16,217,121,182
140,16,255,156,177
259,36,188,179,182
299,36,157,145,149
297,24,202,187,190
160,7,249,225,221
58,20,160,176,149
156,17,211,152,196
77,32,229,220,223
226,12,246,227,229
284,8,173,172,167
162,31,186,199,208
218,5,220,208,212
25,22,220,191,187
275,0,150,141,142
211,33,237,223,223
103,37,216,204,208
219,28,255,213,209
298,9,176,166,165
10,28,209,147,162
145,32,237,226,230
56,36,200,191,194
202,35,226,214,218
208,38,199,199,209
245,7,208,204,201
234,32,229,209,210
171,4,218,219,213
54,14,230,215,208
119,29,250,231,235
142,15,228,228,218
88,7,239,211,225
183,37,221,209,213
200,18,232,121,140
132,19,218,179,162
275,40,148,139,142
210,4,217,205,209
239,30,224,217,225
257,29,248,196,209
96,15,241,230,224
288,10,196,167,172
0,3,150,136,136
223,21,240,229,246
167,39,210,198,202
215,40,183,178,185
25,25,214,148,134
1,26,227,164,172
72,2,199,183,193
22,4,173,163,162
47,12,229,212,220
259,21,219,184,180
48,16,251,215,219
49,35,201,192,195
184,20,255,172,173
180,23,240,211,239
45,32,212,203,206
20,16,235,184,165
187,2,213,202,208
299,32,175,160,165
63,5,203,205,192
186,2,213,202,210
167,6,232,228,227
130,29,250,222,219
109,34,231,219,223
214,38,198,193,199
122,39,211,199,203
269,28,220,206,197
265,36,181,172,175
42,26,227,213,212
78,15,203,120,192
15,11,175,65,90
278,33,190,181,184
21,26,204,193,165
272,32,199,190,193
149,21,252,230,233
160,11,255,225,230
138,3,211,216,210
133,18,246,209,190
289,34,173,158,163
161,14,198,214,214
135,10,255,195,200
246,14,199,167,168
77,39,192,183,186
97,39,201,189,193
215,16,222,244,221
83,18,217,158,204
42,12,195,176,180
21,38,158,149,152
108,27,231,218,228
107,12,231,217,234
63,32,222,213,216
169,37,221,209,213
218,39,193,184,187
75,17,255,213,235
284,12,117,152,110
248,14,112,73,76
140,7,249,183,197
286,23,182,194,180
290,17,207,179,178
44,2,178,172,174
286,0,136,127,128
